Site_ID,Site_Name,Site_City,Site_Area,Site_Cluster,Site_Room,Site_Type,Site_Scene,Site_Longitude,Site_Latitude,Power_Supply_Type,Power_Supply_PV_Panels_Current,Power_Supply_PV_Specification_Current,Power_Supply_PV_Annual_Current,Power_Supply_PV_Panels_Tobe,Power_Supply_PV_Specification_Tobe,Power_Supply_PV_Annual_Tobe,Rectifier_Model_Current,5G_Deployment_Year,Rectifier_Efficiency_Current,Rectifier_Efficiency_Tobe,Battery_Type_Current,Cooling_Type,Power_Consumption_Aircondition,Power_Consumption_FCS,Power_Consumption_Aircondition_Outdoor,Power_Consumption_FCS_Outdoor,Cooling_Aircondition_Working_Hours_Current,Cooling_FCS_Working_Hours_Current,Cooling_Aircondition_Working_Hours_Tobe,Cooling_FCS_Working_Hours_Tobe,Cooling_Aircondition_Working_Hours_Outdoor,Cooling_FCS_Working_Hours_Outdoor,Data_Volume_234G_Month,Data_Volume_5G_Month,Alpha,Power_Star_Activation,Power_Star_Efficiency_234G,Power_Star_Efficiency_5G,Power_Consumption_Site_Radio_234G,Power_Consumption_Site_Tower_234G,Power_Consumption_Site_Radio_5G,grid_id,Power_Supply_PV_Out,Upgrade_PV,Priority_PV,Selection_PV,Upgrade_Rectifier,Priority_Rectifier,Selection_Rectifier,Power_Consumption_Cable_Loss_Current,Power_Consumption_Cooling_Annual_Current,Power_Consumption_Cooling_Annual_Tobe,Power_Consumption_Cooling_Annual_Outdoor,Upgrade_Battery_Voltage,Priority_Battery_Voltage,Selection_Battery_Voltage,Upgrade_Battery_Supply,Priority_Battery_Supply,Selection_Battery_Supply,Upgrade_Battery_HighTemp,Priority_Battery_HighTemp,Selection_Battery_HighTemp,Power_Consumption_Cable_Loss_Tobe,Upgrade_I2O,Priority_I2O,Selection_I2O,Upgrade_FCS,Priority_FCS,Selection_FCS,Power_Consumption_Cooling_Annual_Final,Power_Consumption_Site_Radio_234G_Annual_Current,Priority_Power_Star,Selection_Power_Star,Power_Star_Saving_234G_Annual,Power_Consumption_Site_Radio_5G_Annual,Power_Consumption_Site_Radio_2345G_Annual_Current,Power_Star_Saving_5G_Annual,Power_Consumption_Site_Tower_5G_Annual,Power_Consumption_Site_Total_234G_Annual_Current,Power_Consumption_Site_Total_2345G_Annual_Current,Power_Consumption_Site_Radio_234G_Annual_Tobe,Power_Consumption_Site_Radio_2345G_Annual_Tobe,Power_Consumption_Site_Total_234G_Annual_Tobe,Power_Consumption_Site_Total_2345G_Annual_Tobe,KPI_TEE_234G_Current,KPI_SEE_234G_Current,KPI_RER_234G_Current,KPI_NCI_234G_Current,KPI_NC_234G_Current,KPI_TEE_2345G_Current,KPI_SEE_2345G_Current,KPI_RER_2345G_Current,KPI_NCI_2345G_Current,KPI_NC_2345G_Current,KPI_TEE_234G_Tobe,KPI_SEE_234G_Tobe,KPI_RER_234G_Tobe,KPI_NCI_234G_Tobe,KPI_NC_234G_Tobe,KPI_TEE_2345G_Tobe,KPI_SEE_2345G_Tobe,KPI_RER_2345G_Tobe,KPI_NCI_2345G_Tobe,KPI_NC_2345G_Tobe,Power_Saving_PV,Power_Saving_Rectifier,Power_Saving_Cable,Power_Saving_FCS,Power_Saving_I2O,Power_Saving_PowerStar,Power_Saving_Total
1140,Site1140,娄底,双峰,Cluster_39,Indoor,Macro,Rural,112.02296,27.3077,grid,0,0,0,12,375,3.735552656,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,128,1005.53302,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108818644,97.68801682,25789.63644,6.242703127,0.934938363,0.078995335,133.0251453,36714.94009,3.735552656,6.920453123,0.90343632,0,12.4508,3.337662953,27.34790505
1114,Site1114,娄底,双峰,Cluster_38,Indoor,Macro,Rural,112.067778,27.393056,grid,0,0,0,12,375,3.734874687,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,493,1005.350525,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108798894,97.69018169,25790.20797,6.242703127,0.934938363,0.078980998,133.027216,36715.51162,3.734874687,6.920453123,0.90343632,0,12.4508,3.337662953,27.34722708
828,Site828,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.006938,27.733912,grid,0,0,0,12,375,3.734196718,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4247,1005.16803,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108779145,97.69234657,25790.7795,6.242703127,0.934938363,0.078966661,133.0292868,36716.08315,3.734196718,6.920453123,0.90343632,0,12.4508,3.337662953,27.34654911
830,Site830,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.011,27.73662,grid,0,0,0,12,375,3.734196718,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4247,1005.16803,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108779145,97.69234657,25790.7795,6.242703127,0.934938363,0.078966661,133.0292868,36716.08315,3.734196718,6.920453123,0.90343632,0,12.4508,3.337662953,27.34654911
882,Site882,娄底,娄星,Cluster_31,Indoor,Macro,Rural,112.091888,27.764009,grid,0,0,0,12,375,3.734196718,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4641,1005.16803,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108779145,97.69234657,25790.7795,6.242703127,0.934938363,0.078966661,133.0292868,36716.08315,3.734196718,6.920453123,0.90343632,0,12.4508,3.337662953,27.34654911
1036,Site1036,娄底,娄星,Cluster_36,Indoor,Macro,Rural,112.013077,27.7376,grid,0,0,0,12,375,3.734196718,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4247,1005.16803,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108779145,97.69234657,25790.7795,6.242703127,0.934938363,0.078966661,133.0292868,36716.08315,3.734196718,6.920453123,0.90343632,0,12.4508,3.337662953,27.34654911
1246,Site1246,娄底,双峰,Cluster_43,Indoor,Macro,Rural,111.99031,27.39864,grid,0,0,0,12,375,3.732840553,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,544,1004.802979,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108739639,97.69667705,25791.92274,6.242703127,0.934938363,0.078937982,133.033429,36717.22639,3.732840553,6.920453123,0.90343632,0,12.4508,3.337662953,27.34519295
804,Site804,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.022217,27.73526,grid,0,0,0,12,375,3.73012505,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4248,1004.072021,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108660535,97.70534815,25794.21191,6.242703127,0.934938363,0.078880558,133.0417231,36719.51556,3.73012505,6.920453123,0.90343632,0,12.4508,3.337662953,27.34247745
1870,Site1870,娄底,新化,Cluster_64,Indoor,Macro,Suburban,111.25145,28.14645,grid,0,0,0,12,375,3.730124936,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,8324,1004.071991,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108660532,97.70534851,25794.21201,6.242703127,0.934938363,0.078880555,133.0417234,36719.51566,3.730124936,6.920453123,0.90343632,0,12.4508,3.337662953,27.34247733
724,Site724,娄底,娄星,Cluster_26,Indoor,Macro,Rural,112.002221,27.754025,grid,0,0,0,12,375,3.728768998,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4502,1003.707001,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108621032,97.70967827,25795.35506,6.242703127,0.934938363,0.078851881,133.0458649,36720.65872,3.728768998,6.920453123,0.90343632,0,12.4508,3.337662953,27.34112139
778,Site778,娄底,娄星,Cluster_28,Indoor,Macro,Rural,111.99956,27.752586,grid,0,0,0,12,375,3.728768998,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4502,1003.707001,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108621032,97.70967827,25795.35506,6.242703127,0.934938363,0.078851881,133.0458649,36720.65872,3.728768998,6.920453123,0.90343632,0,12.4508,3.337662953,27.34112139
932,Site932,娄底,娄星,Cluster_33,Indoor,Macro,Rural,112.001648,27.7509,grid,0,0,0,12,375,3.728768998,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4502,1003.707001,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108621032,97.70967827,25795.35506,6.242703127,0.934938363,0.078851881,133.0458649,36720.65872,3.728768998,6.920453123,0.90343632,0,12.4508,3.337662953,27.34112139
542,Site542,娄底,涟源,Cluster_21,Indoor,Macro,Rural,111.72286,27.97283,grid,0,0,0,12,375,3.728768885,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,7272,1003.70697,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.108621029,97.70967863,25795.35516,6.242703127,0.934938363,0.078851879,133.0458653,36720.65881,3.728768885,6.920453123,0.90343632,0,12.4508,3.337662953,27.34112128
986,Site986,娄底,娄星,Cluster_35,Indoor,Macro,Rural,111.991913,27.762489,grid,0,0,0,12,375,3.728089216,non-Huawei,2019,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4631,1003.524017,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,13.07868,47.54928,1.440003118,13.07868,53.69364706,70.41897078,32.57294016,44.21161705,34.3282412,47.28826925,7.658700458,0.641986564,0,171.4535775,45263.74447,5.804504295,0.675233953,0,215.0840303,59363.19236,8.104887022,0.948867144,0.10860123,97.71184894,25795.92812,6.242703127,0.934938363,0.078837506,133.0479412,36721.23177,3.728089216,6.920453123,0.90343632,0,12.4508,3.337662953,27.34044161
